DATE_OF_SURVEY,YEAR,MONTH,DAY,REGION,BED,BED_NAME,HARVESTED,TOTAL,AVAILABLE,DATE_PREVIOUS_SURVEY,Notes
12/15/1974,1974,12,15,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","113","Santa Rosa Island (SE)",-99999,0,0,10/24/1974," "
12/15/1974,1974,12,15,"Southern","114","Santa Rosa Island (SW)",-99999,0,0,10/24/1974," "
12/15/1974,1974,12,15,"Southern","115","Santa Rosa Island (NW)",-99999,3000,2000,10/24/1974," "
12/15/1974,1974,12,15,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","117","San Miguel Island (S)",-99999,0,0,10/24/1974," "
12/15/1974,1974,12,15,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","108A","San Nicolas Island (Rockpile)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","108B","San Nicolas Island (Westend)",-99999,-99999,-99999,01/01/1800," "
12/15/1974,1974,12,15,"Southern","108C","San Nicolas Island (Barrack)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","101","San Clemente Island (S)",-99999,600,500,12/15/1974," "
12/26/1974,1974,12,26,"Southern","102","San Clemente Island (W)",-99999,500,500,12/15/1974," "
12/26/1974,1974,12,26,"Southern","103","San Clemente Island (N)",-99999,600,500,12/15/1974," "
12/26/1974,1974,12,26,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","110","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","111","Santa Cruz Island (W)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","113","Santa Rosa Island (SE)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","114","Santa Rosa Island (SW)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","115","Santa Rosa Island (NW)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","117","San Miguel Island (S)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
12/26/1974,1974,12,26,"Southern","108A","San Nicolas Island (Rockpile)",-99999,0,0,10/24/1974," "
12/26/1974,1974,12,26,"Southern","108B","San Nicolas Island (Westend)",-99999,500,400,10/24/1974," "
12/26/1974,1974,12,26,"Southern","108C","San Nicolas Island (Barrack)",-99999,0,0,10/24/1974," "
01/16/1975,1975,1,16,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","2","Coronado",-99999,1500,1500,04/16/1974," "
01/16/1975,1975,1,16,"Southern","3","Point Loma",-99999,1500,1500,12/15/1974," "
01/16/1975,1975,1,16,"Southern","4","Del Mar",-99999,100,100,12/15/1974," "
01/16/1975,1975,1,16,"Southern","5","Encinitas",-99999,75,75,12/15/1974," "
01/16/1975,1975,1,16,"Southern","6","Las Flores",-99999,1100,1000,12/15/1974," "
01/16/1975,1975,1,16,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","8","Capistrano Beach",-99999,50,50,12/15/1974," "
01/16/1975,1975,1,16,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","16","Malibu",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","17","Point Dume",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","21","Summerland",-99999,2000,1800,12/15/1974," "
01/16/1975,1975,1,16,"Southern","22","Santa Barbara",-99999,0,0,12/15/1974," "
01/16/1975,1975,1,16,"Southern","23","Santa Barbara Breakwater",-99999,0,0,12/15/1974," "
01/16/1975,1975,1,16,"Southern","24","Arroyo Burro",-99999,300,200,12/15/1974," "
01/16/1975,1975,1,16,"Southern","25","Hope Ranch",-99999,300,200,12/15/1974," "
01/16/1975,1975,1,16,"Southern","26","Goleta",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","28","Naples",-99999,500,400,12/15/1974," "
01/16/1975,1975,1,16,"Southern","29","El Refugio",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","30","Tajiguas",-99999,4000,3500,12/15/1974," "
01/16/1975,1975,1,16,"Southern","31","Gaviota",-99999,10000,9000,12/15/1974," "
01/16/1975,1975,1,16,"Southern","32","San Augustine",-99999,0,0,12/15/1974," "
01/16/1975,1975,1,16,"Southern","33","Point Conception",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","101","San Clemente Island (S)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","102","San Clemente Island (W)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","103","San Clemente Island (N)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","110","Santa Cruz Island (N)",-99999,0,0,12/15/1974," "
01/16/1975,1975,1,16,"Southern","111","Santa Cruz Island (W)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","113","Santa Rosa Island (SE)",-99999,600,500,12/15/1974," "
01/16/1975,1975,1,16,"Southern","114","Santa Rosa Island (SW)",-99999,0,0,12/15/1974," "
01/16/1975,1975,1,16,"Southern","115","Santa Rosa Island (NW)",-99999,2000,1800,12/15/1974," "
01/16/1975,1975,1,16,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","117","San Miguel Island (S)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","108A","San Nicolas Island (Rockpile)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","108B","San Nicolas Island (Westend)",-99999,-99999,-99999,01/01/1800," "
01/16/1975,1975,1,16,"Southern","108C","San Nicolas Island (Barrack)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","2","Coronado",-99999,1250,1000,01/16/1975," "
02/16/1975,1975,2,16,"Southern","3","Point Loma",-99999,1250,1000,01/16/1975," "
02/16/1975,1975,2,16,"Southern","4","Del Mar",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","5","Encinitas",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","6","Las Flores",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","8","Capistrano Beach",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","16","Malibu",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","17","Point Dume",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","21","Summerland",-99999,2000,1800,01/16/1975," "
02/16/1975,1975,2,16,"Southern","22","Santa Barbara",-99999,300,100,01/16/1975," "
02/16/1975,1975,2,16,"Southern","23","Santa Barbara Breakwater",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","24","Arroyo Burro",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","25","Hope Ranch",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","26","Goleta",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","28","Naples",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","29","El Refugio",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","30","Tajiguas",-99999,4000,3500,01/16/1975," "
02/16/1975,1975,2,16,"Southern","31","Gaviota",-99999,2000,1500,01/16/1975," "
02/16/1975,1975,2,16,"Southern","32","San Augustine",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","33","Point Conception",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","101","San Clemente Island (S)",-99999,500,300,12/26/1974," "
02/16/1975,1975,2,16,"Southern","102","San Clemente Island (W)",-99999,1200,1000,12/26/1974," "
02/16/1975,1975,2,16,"Southern","103","San Clemente Island (N)",-99999,1500,1200,12/26/1974," "
02/16/1975,1975,2,16,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","110","Santa Cruz Island (N)",-99999,600,300,01/16/1975," "
02/16/1975,1975,2,16,"Southern","111","Santa Cruz Island (W)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","113","Santa Rosa Island (SE)",-99999,300,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","114","Santa Rosa Island (SW)",-99999,0,0,01/16/1975," "
02/16/1975,1975,2,16,"Southern","115","Santa Rosa Island (NW)",-99999,2500,2000,01/16/1975," "
02/16/1975,1975,2,16,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","117","San Miguel Island (S)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
02/16/1975,1975,2,16,"Southern","108A","San Nicolas Island (Rockpile)",-99999,0,0,12/26/1974," "
02/16/1975,1975,2,16,"Southern","108B","San Nicolas Island (Westend)",-99999,0,0,12/26/1974," "
02/16/1975,1975,2,16,"Southern","108C","San Nicolas Island (Barrack)",-99999,0,0,12/26/1974," "
03/02/1975,1975,3,2,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","2","Coronado",-99999,2000,1750,02/16/1975," "
03/02/1975,1975,3,2,"Southern","3","Point Loma",-99999,2000,1750,02/16/1975," "
03/02/1975,1975,3,2,"Southern","4","Del Mar",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","5","Encinitas",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","6","Las Flores",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","8","Capistrano Beach",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","16","Malibu",-99999,200,0,10/24/1974," "
03/02/1975,1975,3,2,"Southern","17","Point Dume",-99999,1000,900,12/15/1974," "
03/02/1975,1975,3,2,"Southern","18","Ventura",-99999,0,0,12/15/1974," "
03/02/1975,1975,3,2,"Southern","19","Rincon Point",-99999,0,0,12/15/1974," "
03/02/1975,1975,3,2,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","21","Summerland",-99999,2000,1200,02/16/1975," "
03/02/1975,1975,3,2,"Southern","22","Santa Barbara",-99999,500,300,02/16/1975," "
03/02/1975,1975,3,2,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","24","Arroyo Burro",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","25","Hope Ranch",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","26","Goleta",-99999,900,800,10/24/1974," "
03/02/1975,1975,3,2,"Southern","27","Coal Oil Point",-99999,300,300,10/24/1974," "
03/02/1975,1975,3,2,"Southern","28","Naples",-99999,1000,900,01/16/1975," "
03/02/1975,1975,3,2,"Southern","29","El Refugio",-99999,3000,2500,12/15/1974," "
03/02/1975,1975,3,2,"Southern","30","Tajiguas",-99999,3500,3000,02/16/1975," "
03/02/1975,1975,3,2,"Southern","31","Gaviota",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","32","San Augustine",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","33","Point Conception",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","101","San Clemente Island (S)",-99999,600,400,02/16/1975," "
03/02/1975,1975,3,2,"Southern","102","San Clemente Island (W)",-99999,900,600,02/16/1975," "
03/02/1975,1975,3,2,"Southern","103","San Clemente Island (N)",-99999,500,200,02/16/1975," "
03/02/1975,1975,3,2,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","110","Santa Cruz Island (N)",-99999,1000,900,02/16/1975," "
03/02/1975,1975,3,2,"Southern","111","Santa Cruz Island (W)",-99999,0,0,12/15/1974," "
03/02/1975,1975,3,2,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","113","Santa Rosa Island (SE)",-99999,600,400,02/16/1975," "
03/02/1975,1975,3,2,"Southern","114","Santa Rosa Island (SW)",-99999,0,0,02/16/1975," "
03/02/1975,1975,3,2,"Southern","115","Santa Rosa Island (NW)",-99999,2500,2000,02/16/1975," "
03/02/1975,1975,3,2,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","117","San Miguel Island (S)",-99999,0,0,12/15/1974," "
03/02/1975,1975,3,2,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
03/02/1975,1975,3,2,"Southern","108A","San Nicolas Island (Rockpile)",-99999,900,600,02/16/1975," "
03/02/1975,1975,3,2,"Southern","108B","San Nicolas Island (Westend)",-99999,1500,1000,02/16/1975," "
03/02/1975,1975,3,2,"Southern","108C","San Nicolas Island (Barrack)",-99999,2500,2000,02/16/1975," "
03/24/1975,1975,3,24,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","2","Coronado",-99999,5000,4000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","3","Point Loma",-99999,5000,4000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","4","Del Mar",-99999,600,500,03/02/1975," "
03/24/1975,1975,3,24,"Southern","5","Encinitas",-99999,100,100,01/16/1975," "
03/24/1975,1975,3,24,"Southern","6","Las Flores",-99999,900,600,02/16/1975," "
03/24/1975,1975,3,24,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","8","Capistrano Beach",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","16","Malibu",-99999,900,700,03/02/1975," "
03/24/1975,1975,3,24,"Southern","17","Point Dume",-99999,1200,900,03/02/1975," "
03/24/1975,1975,3,24,"Southern","18","Ventura",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","19","Rincon Point",-99999,300,300,03/02/1975," "
03/24/1975,1975,3,24,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","21","Summerland",-99999,1000,600,03/02/1975," "
03/24/1975,1975,3,24,"Southern","22","Santa Barbara",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","23","Santa Barbara Breakwater",-99999,0,0,02/16/1975," "
03/24/1975,1975,3,24,"Southern","24","Arroyo Burro",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","25","Hope Ranch",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","26","Goleta",-99999,1000,900,03/02/1975," "
03/24/1975,1975,3,24,"Southern","27","Coal Oil Point",-99999,300,300,03/02/1975," "
03/24/1975,1975,3,24,"Southern","28","Naples",-99999,1200,1000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","29","El Refugio",-99999,3200,3000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","30","Tajiguas",-99999,2000,1500,03/02/1975," "
03/24/1975,1975,3,24,"Southern","31","Gaviota",-99999,5000,4000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","32","San Augustine",-99999,5000,4000,03/02/1975," "
03/24/1975,1975,3,24,"Southern","33","Point Conception",-99999,0,0,12/15/1974," "
03/24/1975,1975,3,24,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","101","San Clemente Island (S)",-99999,200,100,03/02/1975," "
03/24/1975,1975,3,24,"Southern","102","San Clemente Island (W)",-99999,1000,500,03/02/1975," "
03/24/1975,1975,3,24,"Southern","103","San Clemente Island (N)",-99999,2500,1500,03/02/1975," "
03/24/1975,1975,3,24,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","110","Santa Cruz Island (N)",-99999,1200,900,03/02/1975," "
03/24/1975,1975,3,24,"Southern","111","Santa Cruz Island (W)",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","113","Santa Rosa Island (SE)",-99999,600,300,03/02/1975," "
03/24/1975,1975,3,24,"Southern","114","Santa Rosa Island (SW)",-99999,600,300,03/02/1975," "
03/24/1975,1975,3,24,"Southern","115","Santa Rosa Island (NW)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","117","San Miguel Island (S)",-99999,0,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","118","San Miguel Island (N)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","107A","San Nicolas Island",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","107B","San Nicolas Island (Foul)",-99999,-99999,-99999,01/01/1800," "
03/24/1975,1975,3,24,"Southern","108A","San Nicolas Island (Rockpile)",-99999,200,0,03/02/1975," "
03/24/1975,1975,3,24,"Southern","108B","San Nicolas Island (Westend)",-99999,700,500,03/02/1975," "
03/24/1975,1975,3,24,"Southern","108C","San Nicolas Island (Barrack)",-99999,2000,1500,03/02/1975," "
05/02/1975,1975,5,2,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","2","Coronado",-99999,5500,5000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","3","Point Loma",-99999,5500,5000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","4","Del Mar",-99999,1500,1000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","5","Encinitas",-99999,200,100,03/24/1975," "
05/02/1975,1975,5,2,"Southern","6","Las Flores",-99999,3000,2500,03/24/1975," "
05/02/1975,1975,5,2,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","8","Capistrano Beach",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","16","Malibu",-99999,2000,1800,03/24/1975," "
05/02/1975,1975,5,2,"Southern","17","Point Dume",-99999,4000,3000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","18","Ventura",-99999,0,0,03/24/1975," "
05/02/1975,1975,5,2,"Southern","19","Rincon Point",-99999,0,0,03/24/1975," "
05/02/1975,1975,5,2,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","21","Summerland",-99999,1500,1000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","22","Santa Barbara",-99999,600,500,03/24/1975," "
05/02/1975,1975,5,2,"Southern","23","Santa Barbara Breakwater",-99999,200,100,03/24/1975," "
05/02/1975,1975,5,2,"Southern","24","Arroyo Burro",-99999,150,150,03/24/1975," "
05/02/1975,1975,5,2,"Southern","25","Hope Ranch",-99999,150,150,03/24/1975," "
05/02/1975,1975,5,2,"Southern","26","Goleta",-99999,2500,2500,03/24/1975," "
05/02/1975,1975,5,2,"Southern","27","Coal Oil Point",-99999,400,300,03/24/1975," "
05/02/1975,1975,5,2,"Southern","28","Naples",-99999,0,0,03/24/1975," "
05/02/1975,1975,5,2,"Southern","29","El Refugio",-99999,4000,3500,03/24/1975," "
05/02/1975,1975,5,2,"Southern","30","Tajiguas",-99999,3000,2500,03/24/1975," "
05/02/1975,1975,5,2,"Southern","31","Gaviota",-99999,12000,10000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","32","San Augustine",-99999,8000,7000,03/24/1975," "
05/02/1975,1975,5,2,"Southern","33","Point Conception",-99999,0,0,03/24/1975," "
05/02/1975,1975,5,2,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","101","San Clemente Island (S)",-99999,-99999,-99999,01/01/1800," "
05/02/1975,1975,5,2,"Southern","102","San Clemente Island (W)",-99999,-99999,-99999,01/01/1800," "
